learner_id,course_id,completion_rate,time_spent_hours,rating,action_completee,entreprise_lancee
L0261,CRS015,0.94,5.1,4,non,non
L0261,CRS017,0.95,3.2,4,oui,non
L0261,CRS010,0.08,0.2,1,non,non
L0261,CRS009,0.06,0.3,4,non,non
L0261,CRS014,0.01,0.1,2,non,non
L0261,CRS024,0.52,3.1,1,non,non
L0262,CRS007,0.96,4.4,5,oui,non
L0262,CRS024,0.37,0.8,3,non,non
L0262,CRS001,0.42,1.3,3,non,non
L0262,CRS014,0.34,1.5,1,non,non
L0262,CRS018,0.48,1.3,1,non,non
L0262,CRS012,0.57,1.4,3,non,non
L0262,CRS008,0.96,3.7,3,oui,non
L0262,CRS017,0.85,1.5,3,oui,non
L0262,CRS002,0.35,0.5,2,non,non
L0262,CRS015,0.01,0.0,2,non,non
L0263,CRS005,0.4,1.1,4,non,non
L0263,CRS014,0.54,1.5,4,non,non
L0263,CRS004,0.44,0.9,4,non,oui
L0263,CRS016,0.88,4.1,3,non,oui
L0263,CRS001,0.39,1.9,1,non,non
L0263,CRS025,0.2,0.7,3,non,non
L0263,CRS009,0.49,1.8,2,non,non
L0263,CRS008,0.76,4.2,5,non,non
L0263,CRS022,0.74,3.9,4,non,non
L0264,CRS001,0.16,0.6,2,non,oui
L0264,CRS005,0.83,2.8,5,oui,non
L0265,CRS010,0.25,0.5,2,non,non
L0265,CRS016,0.77,4.1,4,non,non
L0265,CRS003,0.43,1.6,1,non,non
L0265,CRS025,0.5,1.2,2,non,non
L0265,CRS014,0.13,0.2,2,non,non
L0266,CRS001,0.52,2.4,2,non,non
L0266,CRS020,0.43,0.8,4,non,non
L0266,CRS007,0.3,0.8,3,non,non
L0266,CRS003,0.71,1.9,3,non,non
L0266,CRS002,0.0,0.0,3,non,non
L0266,CRS013,0.47,2.6,1,non,non
L0266,CRS014,0.25,0.9,3,non,non
L0267,CRS022,0.68,3.4,2,non,non
L0267,CRS001,0.74,2.3,5,non,non
L0268,CRS008,0.09,0.2,1,non,oui
L0268,CRS021,0.97,5.3,4,non,non
L0268,CRS009,0.1,0.6,3,non,non
L0268,CRS007,0.47,2.3,2,non,oui
L0268,CRS019,0.19,0.8,3,non,non
L0268,CRS013,0.76,4.0,5,non,non
L0269,CRS015,0.48,1.9,1,non,non
L0269,CRS021,0.27,1.6,3,non,oui
L0269,CRS023,0.57,2.9,2,non,non
L0269,CRS004,0.4,1.8,1,non,non
L0269,CRS014,0.75,2.4,5,non,non
L0269,CRS003,0.27,0.6,2,non,non
L0270,CRS023,0.71,2.8,4,non,non
L0270,CRS001,0.53,1.5,2,non,non
L0270,CRS017,0.28,0.6,1,non,non
L0270,CRS015,0.25,1.3,1,non,oui
L0270,CRS025,0.35,1.5,3,non,non
L0270,CRS021,0.95,5.2,4,oui,non
L0270,CRS009,0.61,1.8,1,non,non
L0270,CRS010,0.01,0.0,3,non,non
L0270,CRS008,0.97,3.8,5,non,non
L0270,CRS018,0.38,1.7,2,non,non
L0271,CRS011,0.63,3.4,4,non,non
L0271,CRS009,0.23,1.1,3,non,non
L0271,CRS007,0.48,1.8,4,non,non
L0271,CRS019,0.86,2.0,5,oui,non
L0272,CRS001,0.61,1.1,1,non,non
L0272,CRS010,0.46,2.0,4,non,non
L0272,CRS006,0.53,2.5,1,non,non
L0272,CRS013,0.38,0.6,1,non,non
L0272,CRS022,0.64,1.1,2,non,non
L0273,CRS005,0.54,2.8,1,non,non
L0273,CRS021,0.48,1.9,4,non,non
L0273,CRS020,0.31,1.1,2,non,oui
L0273,CRS001,0.69,3.0,1,non,oui
L0273,CRS004,0.04,0.2,1,non,non
L0274,CRS005,0.15,0.7,2,non,non
L0274,CRS001,0.68,3.1,1,non,non
L0274,CRS008,0.99,2.5,4,non,non
L0274,CRS024,0.12,0.7,1,non,non
L0274,CRS023,0.6,1.4,3,non,non
L0274,CRS014,0.68,1.5,3,non,non
L0274,CRS013,0.29,1.6,3,non,non
L0275,CRS012,0.72,3.6,5,non,non
L0275,CRS009,0.11,0.4,3,non,non
L0275,CRS023,0.32,0.7,4,non,non
L0275,CRS003,0.49,1.8,4,non,non
L0275,CRS001,0.64,1.4,2,non,non
L0275,CRS005,0.55,2.2,4,non,non
L0275,CRS020,0.82,2.6,5,oui,non
L0275,CRS011,0.78,4.0,4,non,non
L0275,CRS019,0.24,0.4,1,non,non
L0275,CRS013,0.47,1.0,1,non,oui
L0275,CRS008,0.35,1.9,2,non,non
L0276,CRS018,0.21,0.5,2,non,non
L0276,CRS014,0.7,1.5,1,non,non
L0276,CRS008,0.42,0.7,1,non,non
L0277,CRS016,0.87,1.4,4,non,non
L0277,CRS020,0.01,0.1,4,non,non
L0278,CRS016,0.75,3.5,4,non,non
L0278,CRS024,0.72,2.5,3,non,non
L0278,CRS005,0.16,0.9,1,non,non
L0279,CRS017,0.4,1.4,4,non,non
L0279,CRS006,0.83,4.7,5,non,non
L0279,CRS001,0.93,2.5,3,oui,non
L0280,CRS024,0.62,1.5,2,non,non
L0280,CRS007,0.98,4.1,3,oui,non
L0280,CRS013,0.31,1.4,4,non,non
L0281,CRS021,0.08,0.3,3,non,oui
L0281,CRS014,0.28,1.1,1,non,non
L0281,CRS007,0.01,0.1,2,non,non
L0281,CRS009,0.64,1.1,3,non,non
L0281,CRS004,0.57,1.0,4,non,oui
L0281,CRS025,0.31,1.8,1,non,non
L0282,CRS013,0.39,1.2,2,non,non
L0282,CRS017,0.1,0.3,1,non,non
L0282,CRS007,0.78,1.3,5,non,non
L0282,CRS011,0.87,1.5,4,non,non
L0282,CRS025,0.89,1.7,4,oui,non
L0283,CRS005,0.29,1.2,4,non,oui
L0283,CRS023,0.71,3.2,4,non,non
L0283,CRS006,0.61,1.1,2,non,non
L0283,CRS017,0.99,1.9,3,non,non
L0283,CRS022,0.55,3.2,1,non,non
L0283,CRS020,0.45,1.0,3,non,non
L0283,CRS021,0.28,0.9,1,non,oui
L0283,CRS011,0.71,2.5,5,non,non
L0283,CRS015,0.76,2.7,4,non,non
L0283,CRS025,0.97,3.6,4,oui,non
L0283,CRS024,0.86,4.8,4,oui,non
L0284,CRS011,0.74,1.9,5,non,oui
L0284,CRS012,0.85,2.4,4,oui,non
L0284,CRS003,0.22,1.2,1,non,non
L0284,CRS022,0.47,1.8,4,non,non
L0284,CRS014,0.18,0.4,4,non,non
L0284,CRS017,0.2,0.6,3,non,non
L0284,CRS015,0.6,1.5,4,non,non
L0284,CRS009,0.45,1.8,4,non,non
L0284,CRS002,0.21,0.9,4,non,oui
L0284,CRS020,0.81,4.1,5,non,non
L0285,CRS025,0.68,1.8,2,non,non
L0286,CRS009,0.08,0.4,4,non,non
L0286,CRS013,0.52,2.3,3,non,non
L0287,CRS003,0.89,3.1,4,non,non
L0288,CRS016,0.39,0.6,2,non,oui
L0288,CRS025,0.67,2.9,3,non,non
L0288,CRS018,0.82,3.9,4,non,non
L0288,CRS006,0.93,3.5,4,non,non
L0288,CRS014,0.41,1.6,1,non,non
L0288,CRS012,0.94,5.0,5,oui,non
L0288,CRS019,0.04,0.2,2,non,non
L0289,CRS025,0.37,1.2,3,non,non
L0289,CRS006,0.5,2.7,4,non,non
L0289,CRS020,0.46,1.5,3,non,non
L0289,CRS013,0.43,2.5,3,non,non
L0289,CRS007,0.18,0.6,2,non,non
L0289,CRS012,0.16,0.6,3,non,non
L0289,CRS021,0.69,2.4,3,non,non
L0289,CRS019,0.94,5.2,3,oui,non
L0289,CRS001,0.1,0.4,4,non,non
L0290,CRS025,0.78,3.1,3,non,non
L0290,CRS020,0.47,1.0,4,non,non
L0290,CRS018,0.82,3.8,5,non,non
L0290,CRS004,0.22,0.6,3,non,non
L0290,CRS021,0.9,5.0,4,non,non
L0290,CRS015,0.03,0.0,3,non,non
L0290,CRS017,0.52,2.5,3,non,non
L0290,CRS002,0.96,5.7,4,oui,non
L0290,CRS010,0.62,2.0,1,non,non
L0290,CRS014,0.58,1.2,4,non,non
L0290,CRS022,0.17,0.9,2,non,non
L0290,CRS024,0.1,0.5,1,non,non
L0291,CRS025,0.09,0.1,1,non,non
L0291,CRS021,0.59,1.0,1,non,non
L0291,CRS009,0.03,0.1,4,non,non
L0291,CRS018,0.78,1.8,4,non,non
L0291,CRS006,0.54,1.4,4,non,non
L0291,CRS011,0.66,1.8,2,non,non
L0291,CRS007,0.64,2.6,1,non,non
L0292,CRS004,0.91,2.2,3,oui,oui
L0292,CRS025,0.07,0.4,1,non,non
L0292,CRS005,0.42,2.3,4,non,non
L0292,CRS010,0.18,0.3,2,non,non
L0292,CRS009,0.63,3.4,1,non,non
L0292,CRS006,0.99,3.6,5,oui,oui
L0292,CRS003,0.52,1.4,1,non,non
L0292,CRS019,0.03,0.0,2,non,non
L0292,CRS016,0.36,2.0,1,non,non
L0292,CRS012,0.22,1.1,2,non,non
L0293,CRS007,0.44,2.5,2,non,non
L0293,CRS003,0.2,1.1,3,non,non
L0293,CRS012,0.1,0.5,3,non,non
L0293,CRS018,0.21,1.0,4,non,non
L0293,CRS021,0.42,2.0,3,non,non
L0293,CRS010,0.61,2.1,3,non,non
L0293,CRS015,0.63,1.1,2,non,non
L0293,CRS016,0.96,2.5,5,non,non
L0294,CRS017,0.07,0.3,3,non,non
L0294,CRS012,0.31,0.5,1,non,non
L0294,CRS013,0.21,0.9,3,non,non
L0294,CRS001,0.56,1.8,2,non,non
L0294,CRS004,0.1,0.3,1,non,non
L0294,CRS006,0.65,3.0,4,non,non
L0294,CRS011,0.32,0.8,4,non,non
L0294,CRS014,0.99,3.4,3,oui,non
L0294,CRS020,0.59,1.5,1,non,non
L0294,CRS024,0.64,3.4,1,non,non
L0294,CRS021,0.28,1.5,4,non,oui
L0295,CRS017,0.72,2.0,4,non,non
L0295,CRS002,0.56,1.6,1,non,non
L0295,CRS011,0.7,2.5,1,non,non
L0295,CRS021,0.94,1.8,4,non,oui
L0295,CRS001,0.11,0.3,4,non,non
L0295,CRS003,0.09,0.4,3,non,non
L0295,CRS016,0.54,0.8,1,non,non
L0295,CRS004,0.78,1.6,4,non,oui
L0295,CRS014,0.33,1.4,4,non,non
L0296,CRS005,0.12,0.4,2,non,non
L0296,CRS019,0.89,5.2,5,oui,non
L0296,CRS015,0.52,1.3,4,non,non
L0297,CRS011,0.09,0.4,1,non,non
L0297,CRS025,0.84,2.2,4,oui,oui
L0297,CRS024,0.49,1.2,2,non,non
L0297,CRS016,0.39,1.4,3,non,non
L0297,CRS008,0.59,2.3,3,non,non
L0298,CRS023,0.11,0.2,3,non,non
L0298,CRS015,0.45,1.9,2,non,non
L0298,CRS021,0.19,0.5,2,non,non
L0298,CRS005,0.95,3.9,3,non,non
L0298,CRS017,0.75,1.9,5,non,non
L0299,CRS016,0.66,2.3,3,non,non
L0300,CRS003,0.33,1.2,3,non,non
L0300,CRS012,0.65,3.1,4,non,non
L0300,CRS014,0.19,0.4,3,non,non
L0300,CRS007,0.49,1.7,1,non,non
L0300,CRS005,0.96,2.4,3,oui,non
L0300,CRS013,0.24,0.9,3,non,non
L0300,CRS017,0.62,2.9,4,non,non
L0300,CRS023,0.22,1.1,3,non,non
L0300,CRS019,0.17,0.4,3,non,non
L0301,CRS024,0.91,3.9,4,oui,non
L0301,CRS001,0.17,0.8,2,non,non
L0301,CRS004,0.9,1.9,3,oui,non
L0301,CRS006,0.02,0.1,1,non,non
L0301,CRS017,0.76,1.2,4,non,non
L0302,CRS001,0.75,3.7,3,non,non
L0302,CRS016,0.74,2.6,4,non,non
L0302,CRS008,0.26,1.0,3,non,non
L0302,CRS024,0.83,2.4,4,oui,non
L0302,CRS004,0.86,4.8,5,oui,non
L0302,CRS002,0.52,2.3,2,non,non
L0302,CRS025,0.86,3.8,4,non,oui
L0302,CRS010,0.58,2.7,4,non,non
L0302,CRS023,0.74,1.8,5,non,non
L0302,CRS006,0.97,5.3,5,oui,non
L0303,CRS006,0.31,0.5,3,non,non
L0303,CRS009,0.12,0.6,3,non,non
L0303,CRS022,0.97,3.6,4,oui,non
L0303,CRS012,0.97,4.2,4,non,non
L0303,CRS011,0.8,1.3,3,non,non
L0303,CRS013,0.83,1.7,5,non,non
L0303,CRS019,0.66,1.0,3,non,non
L0303,CRS014,0.88,4.4,5,oui,non
L0303,CRS024,0.16,0.3,3,non,non
L0304,CRS007,0.64,2.2,1,non,non
L0304,CRS014,0.92,3.9,4,oui,non
L0304,CRS019,0.32,1.3,2,non,non
L0304,CRS003,0.42,1.0,3,non,non
L0304,CRS010,0.57,2.5,2,non,non
L0304,CRS008,0.88,3.1,4,oui,non
L0304,CRS002,0.5,2.3,3,non,non
L0304,CRS016,0.43,1.5,4,non,non
L0304,CRS012,0.91,1.5,5,non,non
L0304,CRS020,0.91,4.6,5,oui,non
L0304,CRS013,0.54,2.2,3,non,oui
L0304,CRS011,0.85,1.8,3,oui,non
L0305,CRS015,0.57,2.6,1,non,non
L0305,CRS002,0.58,2.2,1,non,non
L0305,CRS003,0.52,2.1,4,non,non
L0305,CRS024,0.9,3.9,4,non,non
L0305,CRS009,0.99,1.5,5,oui,non
L0305,CRS004,0.07,0.2,1,non,non
L0305,CRS011,0.25,0.5,1,non,non
L0305,CRS020,0.44,0.8,1,non,non
L0305,CRS010,0.48,1.1,2,non,non
L0306,CRS009,0.18,0.9,2,non,non
L0306,CRS020,0.74,2.9,5,non,non
L0306,CRS022,0.29,0.6,4,non,non
L0306,CRS015,0.28,0.9,1,non,non
L0306,CRS024,0.81,1.8,4,oui,non
L0306,CRS004,0.01,0.0,4,non,oui
L0306,CRS014,0.91,5.3,5,oui,non
L0306,CRS005,0.01,0.0,2,non,non
L0306,CRS001,0.71,2.3,3,non,non
L0307,CRS012,0.56,2.0,2,non,non
L0307,CRS021,0.76,2.2,5,non,oui
L0307,CRS024,0.84,3.1,5,oui,non
L0308,CRS017,0.85,1.9,3,oui,non
L0308,CRS022,0.68,2.0,2,non,non
L0308,CRS025,0.81,3.9,4,non,non
L0308,CRS009,0.73,2.4,5,non,non
L0308,CRS005,0.06,0.2,1,non,non
L0308,CRS011,0.07,0.3,1,non,non
L0308,CRS019,0.32,1.5,4,non,non
L0308,CRS012,0.64,2.6,2,non,non
L0308,CRS013,0.44,1.2,2,non,non
L0308,CRS003,0.43,1.7,2,non,non
L0308,CRS001,0.02,0.1,1,non,non
L0308,CRS015,0.81,4.5,4,oui,non
L0309,CRS011,0.68,4.0,4,non,non
L0309,CRS006,0.21,1.1,3,non,non
L0310,CRS005,0.78,2.2,3,non,non
L0310,CRS003,0.05,0.2,1,non,non
L0310,CRS015,0.94,5.3,4,non,non
L0310,CRS014,0.87,1.9,4,non,non
L0310,CRS021,0.85,4.8,5,non,non
L0310,CRS013,0.55,3.0,4,non,non
L0310,CRS024,0.98,4.4,3,non,non
L0310,CRS019,0.33,1.6,2,non,non
L0310,CRS025,0.82,2.4,3,non,oui
L0311,CRS020,0.27,0.5,1,non,non
L0311,CRS023,0.23,0.7,4,non,non
L0311,CRS002,0.85,5.0,3,oui,oui
L0311,CRS012,0.78,1.9,5,non,non
L0311,CRS003,0.68,3.3,4,non,oui
L0311,CRS014,0.77,3.6,5,non,non
L0311,CRS021,0.55,1.1,1,non,non
L0311,CRS018,0.98,3.1,4,non,non
L0311,CRS016,0.24,0.5,1,non,non
L0311,CRS005,0.75,4.1,5,non,non
L0312,CRS024,0.25,0.4,1,non,non
L0313,CRS010,0.35,1.6,2,non,non
L0313,CRS002,0.13,0.4,1,non,non
L0313,CRS011,0.08,0.5,2,non,non
L0314,CRS012,0.54,1.1,3,non,non
L0314,CRS008,0.71,3.1,4,non,oui
L0314,CRS015,0.91,4.8,5,non,non
L0314,CRS010,0.21,0.7,2,non,oui
L0314,CRS025,0.24,0.8,4,non,non
L0314,CRS018,0.02,0.1,3,non,non
L0314,CRS022,0.38,2.0,1,non,oui
L0314,CRS024,0.85,2.7,3,oui,non
L0314,CRS017,0.04,0.1,2,non,non
L0314,CRS009,0.53,2.4,1,non,non
L0314,CRS006,0.35,0.6,3,non,non
L0314,CRS021,0.91,4.7,5,non,oui
L0315,CRS020,0.57,2.2,2,non,non
L0315,CRS014,0.47,2.8,2,non,non
L0315,CRS024,0.02,0.1,3,non,non
L0315,CRS002,0.25,1.0,3,non,non
L0315,CRS004,0.04,0.1,3,non,non
L0315,CRS018,0.78,4.0,5,non,oui
L0315,CRS013,0.31,1.4,3,non,non
L0315,CRS010,0.44,0.7,1,non,non
L0315,CRS015,0.97,3.6,5,non,oui
L0315,CRS023,0.94,2.6,5,oui,non
L0315,CRS025,0.44,1.2,3,non,non
L0315,CRS012,0.49,1.2,2,non,non
L0316,CRS021,0.04,0.2,1,non,non
L0316,CRS002,0.99,5.8,3,oui,non
L0316,CRS008,0.35,1.7,2,non,non
L0316,CRS004,0.08,0.3,1,non,non
L0316,CRS025,0.33,1.0,4,non,oui
L0316,CRS024,0.43,1.2,1,non,non
L0316,CRS006,0.79,2.4,5,non,non
L0316,CRS017,0.37,2.1,3,non,non
L0316,CRS015,0.16,0.3,2,non,non
L0316,CRS011,0.03,0.1,3,non,non
L0317,CRS017,0.08,0.1,2,non,non
L0317,CRS019,1.0,4.3,5,oui,non
L0317,CRS023,0.88,4.5,5,oui,non
L0317,CRS012,0.44,1.2,3,non,non
L0317,CRS007,0.33,1.7,3,non,non
L0317,CRS013,0.31,1.8,2,non,non
L0317,CRS024,0.96,3.2,3,non,non
L0317,CRS002,0.91,4.0,5,non,non
L0317,CRS005,0.23,1.2,2,non,non
L0317,CRS020,0.24,1.3,2,non,non
L0317,CRS016,0.8,2.4,3,non,non
L0317,CRS011,0.42,2.5,4,non,non
L0318,CRS006,0.42,2.1,4,non,non
L0318,CRS015,0.13,0.2,4,non,oui
L0318,CRS001,0.17,0.3,4,non,non
L0318,CRS004,0.35,1.2,2,non,non
L0319,CRS011,0.61,1.2,1,non,oui
L0319,CRS019,0.92,5.3,5,oui,non
L0320,CRS010,0.08,0.4,3,non,non
L0320,CRS016,0.45,1.3,2,non,non
L0320,CRS023,0.59,3.4,1,non,non
L0320,CRS005,0.49,0.8,4,non,non
L0320,CRS006,0.38,1.9,2,non,oui
L0320,CRS019,0.95,5.2,4,oui,non
L0320,CRS017,0.88,2.6,4,non,non
L0321,CRS016,0.94,2.5,5,oui,non
L0321,CRS015,0.67,1.4,2,non,non
L0321,CRS008,0.51,1.2,1,non,non
L0321,CRS006,0.54,2.8,1,non,non
L0321,CRS010,0.82,2.6,4,oui,non
L0322,CRS015,0.86,5.1,3,oui,non
L0322,CRS017,0.74,1.9,3,non,non
L0322,CRS005,0.51,1.4,1,non,non
L0322,CRS025,0.31,1.8,4,non,non
L0322,CRS010,0.71,2.7,4,non,non
L0322,CRS004,0.66,3.6,1,non,non
L0322,CRS020,0.63,1.6,4,non,non
L0322,CRS022,0.22,0.5,4,non,non
L0322,CRS014,0.81,3.9,4,non,non
L0322,CRS016,0.09,0.3,2,non,oui
L0322,CRS023,0.07,0.3,2,non,non
L0322,CRS002,0.04,0.2,4,non,non
L0323,CRS021,0.66,1.5,3,non,non
L0323,CRS012,0.88,4.0,5,oui,non
L0323,CRS016,0.36,1.3,1,non,non
L0323,CRS017,0.96,5.3,4,oui,non
L0324,CRS022,0.46,1.4,1,non,non
L0324,CRS014,0.4,0.8,4,non,non
L0324,CRS004,0.86,3.6,4,non,non
L0324,CRS006,0.22,1.2,4,non,oui
L0325,CRS009,0.43,1.1,1,non,non
L0325,CRS022,0.73,2.2,3,non,non
L0325,CRS011,0.41,1.7,2,non,non
L0325,CRS014,0.78,1.6,5,non,non
L0325,CRS013,0.13,0.5,1,non,non
L0325,CRS015,0.09,0.4,3,non,non
L0326,CRS003,0.84,2.8,4,non,non
L0326,CRS021,0.37,1.2,2,non,non
L0326,CRS002,0.04,0.1,1,non,non
L0326,CRS017,0.79,1.3,4,non,non
L0326,CRS007,0.23,1.1,2,non,oui
L0326,CRS012,0.75,3.9,5,non,non
L0326,CRS018,0.13,0.6,3,non,non
L0326,CRS024,0.08,0.3,4,non,oui
L0326,CRS006,0.74,2.9,4,non,non
L0327,CRS013,0.46,0.9,4,non,non
L0327,CRS007,0.43,1.1,4,non,non
L0327,CRS020,0.48,2.7,2,non,non
L0327,CRS010,0.99,4.7,4,oui,non
L0327,CRS011,0.45,1.8,1,non,non
L0327,CRS014,0.23,0.7,1,non,non
L0327,CRS017,0.33,1.7,1,non,non
L0327,CRS001,0.17,0.9,4,non,non
L0327,CRS022,0.08,0.3,4,non,non
L0327,CRS009,0.84,4.1,3,oui,non
L0328,CRS024,0.57,1.9,1,non,non
L0328,CRS011,0.21,0.8,4,non,non
L0328,CRS005,0.31,1.4,3,non,non
L0328,CRS002,0.48,1.9,1,non,non
L0328,CRS023,0.43,0.8,2,non,non
L0329,CRS017,0.17,0.6,1,non,oui
L0329,CRS024,0.42,1.0,4,non,non
L0329,CRS004,0.87,2.9,3,non,non
L0330,CRS024,0.62,2.0,2,non,non
L0330,CRS022,0.52,1.3,3,non,non
L0330,CRS009,0.25,0.9,3,non,non
L0330,CRS017,0.72,3.8,4,non,non
L0330,CRS011,0.72,2.6,4,non,non
L0331,CRS016,0.31,0.7,1,non,non
L0331,CRS003,0.33,0.6,4,non,non
L0331,CRS001,0.07,0.3,2,non,non
L0332,CRS007,0.27,1.4,4,non,non
L0333,CRS012,0.56,2.5,2,non,oui
L0333,CRS020,0.15,0.7,3,non,non
L0333,CRS025,0.56,1.2,4,non,non
L0333,CRS013,0.77,3.2,4,non,non
L0333,CRS009,0.74,3.2,5,non,non
L0334,CRS008,0.99,1.9,5,non,non
L0335,CRS011,0.08,0.5,2,non,non
L0336,CRS014,0.56,1.8,4,non,non
L0336,CRS022,0.35,1.8,3,non,non
L0336,CRS016,0.88,4.7,4,oui,non
L0336,CRS011,0.71,3.7,5,non,non
L0336,CRS010,0.7,1.8,1,non,non
L0336,CRS017,0.44,1.3,1,non,non
L0336,CRS004,0.86,4.3,4,oui,non
L0336,CRS008,0.56,3.4,2,non,non
L0337,CRS024,0.44,1.7,1,non,non
L0337,CRS001,0.33,1.8,3,non,non
L0337,CRS007,0.01,0.0,3,non,non
L0338,CRS002,0.82,4.4,5,oui,non
L0338,CRS023,0.49,1.8,1,non,oui
L0338,CRS024,0.03,0.2,2,non,non
L0338,CRS009,0.18,1.0,1,non,non
L0338,CRS022,0.85,1.5,3,non,non
L0338,CRS025,0.28,1.5,1,non,non
L0338,CRS019,0.67,3.7,2,non,non
L0339,CRS024,0.73,1.4,5,non,oui
L0339,CRS012,0.61,2.8,4,non,non
L0339,CRS017,0.75,4.0,3,non,non
L0339,CRS001,0.56,1.1,4,non,non
L0339,CRS013,0.7,2.8,4,non,non
L0339,CRS014,0.92,2.1,3,non,non
L0339,CRS002,0.97,4.8,3,non,non
L0339,CRS003,0.08,0.4,2,non,non
L0339,CRS007,0.68,3.9,2,non,non
L0339,CRS005,0.74,2.1,5,non,non
L0340,CRS009,0.32,0.8,2,non,non
L0340,CRS005,0.2,1.2,3,non,non
L0340,CRS019,0.26,1.0,3,non,non
L0341,CRS017,0.43,1.9,3,non,non
L0341,CRS015,0.7,2.6,3,non,non
L0341,CRS021,0.77,2.0,5,non,non
L0341,CRS022,0.92,3.5,4,oui,non
L0341,CRS006,0.32,1.3,1,non,non
L0341,CRS002,0.1,0.3,1,non,non
L0341,CRS019,0.48,1.4,1,non,non
L0341,CRS013,0.36,0.8,2,non,non
L0341,CRS005,0.44,1.9,4,non,non
L0341,CRS007,0.47,1.2,3,non,non
L0341,CRS012,0.48,1.6,1,non,non
L0342,CRS025,0.43,1.2,4,non,non
L0342,CRS017,0.16,0.4,3,non,non
L0342,CRS004,0.97,5.6,4,oui,non
L0342,CRS014,0.14,0.6,1,non,non
L0343,CRS025,0.17,0.3,2,non,non
L0343,CRS005,0.17,0.5,2,non,non
L0343,CRS012,0.2,0.4,2,non,non
L0343,CRS015,0.56,2.8,1,non,non
L0343,CRS013,0.34,1.2,4,non,non
L0344,CRS022,0.76,1.6,4,non,non
L0344,CRS013,0.82,3.9,5,oui,non
L0344,CRS015,0.35,1.6,1,non,non
L0344,CRS008,0.61,3.0,3,non,non
L0344,CRS004,0.5,0.8,4,non,non
L0344,CRS024,0.65,1.4,2,non,oui
L0344,CRS005,0.3,0.6,4,non,non
L0344,CRS011,0.43,1.2,4,non,non
L0345,CRS002,0.46,0.9,1,non,non
L0345,CRS009,0.4,2.1,2,non,non
L0345,CRS014,0.57,1.8,4,non,oui
L0345,CRS006,0.65,2.9,4,non,non
L0345,CRS022,0.3,0.8,1,non,non
L0345,CRS013,0.8,2.8,4,non,non
L0345,CRS017,0.71,3.8,4,non,non
L0345,CRS004,0.18,0.6,4,non,non
L0346,CRS005,0.34,1.9,3,non,non
L0346,CRS001,0.81,3.9,5,oui,non
L0347,CRS004,0.87,3.1,3,oui,non
L0348,CRS014,0.82,3.2,4,non,non
L0348,CRS011,0.45,1.3,1,non,non
L0348,CRS022,0.36,0.6,4,non,non
L0348,CRS010,0.08,0.2,2,non,non
L0348,CRS025,0.43,1.2,4,non,non
L0349,CRS024,0.04,0.1,1,non,non
L0349,CRS017,0.98,4.3,3,non,non
L0349,CRS019,0.08,0.5,3,non,non
L0349,CRS015,0.02,0.1,3,non,non
L0350,CRS003,0.47,2.3,4,non,non
L0350,CRS014,0.69,1.6,1,non,non
L0350,CRS004,0.91,4.1,4,non,non
L0350,CRS007,0.78,3.5,4,non,non
L0350,CRS019,0.6,3.5,3,non,non
L0350,CRS009,0.22,1.0,2,non,oui
L0350,CRS010,0.29,1.4,4,non,non
L0350,CRS017,0.63,1.9,4,non,non
L0350,CRS008,0.56,1.7,3,non,non
L0350,CRS002,0.44,1.6,4,non,non
L0350,CRS006,0.7,3.2,3,non,non
L0350,CRS021,0.66,2.7,1,non,non
L0351,CRS012,0.67,1.1,2,non,non
L0351,CRS003,0.56,1.9,1,non,non
L0351,CRS007,0.28,1.4,2,non,non
L0351,CRS017,0.54,1.7,1,non,non
L0351,CRS025,0.22,1.3,3,non,non
L0351,CRS010,0.16,0.8,4,non,non
L0351,CRS020,0.35,0.9,3,non,non
L0351,CRS011,0.36,0.7,3,non,non
L0351,CRS015,0.53,1.3,4,non,non
L0352,CRS010,0.83,4.1,4,oui,non
L0352,CRS015,0.58,2.0,4,non,non
L0352,CRS006,0.64,2.7,2,non,non
L0352,CRS023,0.5,0.9,4,non,non
L0352,CRS013,0.33,0.9,4,non,non
L0352,CRS025,0.95,1.5,5,oui,non
L0352,CRS001,0.55,3.0,2,non,non
L0352,CRS018,0.72,1.9,5,non,non
L0353,CRS011,0.89,2.2,5,oui,non
L0353,CRS005,0.44,1.1,2,non,non
L0353,CRS010,0.5,1.0,3,non,non
L0353,CRS003,0.91,2.4,3,non,oui
L0354,CRS014,0.48,2.3,3,non,non
L0354,CRS017,0.83,4.0,3,non,non
L0354,CRS016,0.51,2.3,4,non,non
L0354,CRS013,0.1,0.5,1,non,non
L0354,CRS003,0.37,1.6,2,non,non
L0354,CRS025,0.8,2.0,3,non,non
L0354,CRS009,0.69,2.5,4,non,non
L0354,CRS018,0.76,2.3,5,non,non
L0354,CRS004,0.45,1.2,3,non,non
L0354,CRS001,0.76,1.6,4,non,oui
L0354,CRS008,0.88,3.6,4,non,non
L0355,CRS021,0.26,0.7,2,non,non
L0355,CRS010,0.15,0.2,3,non,non
L0355,CRS016,0.75,4.5,5,non,non
L0355,CRS015,0.9,5.3,4,oui,non
L0355,CRS024,0.52,1.7,4,non,non
L0355,CRS005,0.87,3.2,5,oui,oui
L0355,CRS020,0.95,2.9,4,non,non
L0355,CRS019,0.61,2.9,1,non,non
L0355,CRS025,0.36,1.3,1,non,non
L0355,CRS013,0.85,4.3,5,oui,non
